Ticket_ID,Application_ID,Issue_Type,Resolution_Time_Hours,Escalation_Level
TCK00001996,APP0017804,Status Inquiry,16,Tier 1
TCK00001997,APP0017853,Login,19,Tier 1
TCK00001998,APP0017866,Login,22,Tier 2
TCK00001999,APP0017886,Status Inquiry,20,Tier 1
TCK00002000,APP0017891,Upload,9,Tier 1
TCK00002001,APP0017894,Upload,25,Tier 1
TCK00002002,APP0017903,Upload,11,Tier 1
TCK00002003,APP0017908,Upload,21,Tier 1
TCK00002004,APP0017911,Upload,19,Tier 3
TCK00002005,APP0017936,Upload,13,Tier 1
TCK00002006,APP0017949,Status Inquiry,10,Tier 1
TCK00002007,APP0017972,Upload,16,Tier 1
TCK00002008,APP0017973,Upload,29,Tier 1
TCK00002009,APP0017992,Status Inquiry,23,Tier 1
TCK00002010,APP0017997,Login,13,Tier 1
TCK00002011,APP0018029,Login,23,Tier 2
TCK00002012,APP0018033,Status Inquiry,31,Tier 1
TCK00002013,APP0018050,Upload,35,Tier 2
TCK00002014,APP0018051,Upload,4,Tier 1
TCK00002015,APP0018052,Status Inquiry,23,Tier 1
TCK00002016,APP0018088,Upload,24,Tier 2
TCK00002017,APP0018098,Status Inquiry,11,Tier 1
TCK00002018,APP0018105,Other,3,Tier 1
TCK00002019,APP0018126,Upload,28,Tier 1
TCK00002020,APP0018135,Status Inquiry,14,Tier 1
TCK00002021,APP0018138,Upload,5,Tier 1
TCK00002022,APP0018146,Login,9,Tier 1
TCK00002023,APP0018148,Status Inquiry,23,Tier 1
TCK00002024,APP0018160,Upload,35,Tier 1
TCK00002025,APP0018163,Status Inquiry,25,Tier 1
TCK00002026,APP0018175,Status Inquiry,11,Tier 1
TCK00002027,APP0018185,Upload,28,Tier 1
TCK00002028,APP0018198,Login,3,Tier 1
TCK00002029,APP0018200,Login,25,Tier 1
TCK00002030,APP0018206,Login,25,Tier 1
TCK00002031,APP0018209,Login,32,Tier 1
TCK00002032,APP0018210,Login,25,Tier 2
TCK00002033,APP0018215,Upload,27,Tier 1
TCK00002034,APP0018238,Upload,18,Tier 2
TCK00002035,APP0018244,Login,15,Tier 1
TCK00002036,APP0018246,Upload,18,Tier 2
TCK00002037,APP0018266,Login,33,Tier 1
TCK00002038,APP0018269,Status Inquiry,13,Tier 1
TCK00002039,APP0018275,Status Inquiry,17,Tier 1
TCK00002040,APP0018278,Upload,14,Tier 1
TCK00002041,APP0018288,Status Inquiry,23,Tier 2
TCK00002042,APP0018298,Other,22,Tier 1
TCK00002043,APP0018305,Login,34,Tier 2
TCK00002044,APP0018306,Login,35,Tier 1
TCK00002045,APP0018311,Login,27,Tier 1
TCK00002046,APP0018318,Upload,25,Tier 1
TCK00002047,APP0018331,Login,17,Tier 2
TCK00002048,APP0018334,Login,6,Tier 3
TCK00002049,APP0018336,Other,19,Tier 2
TCK00002050,APP0018338,Upload,18,Tier 1
TCK00002051,APP0018340,Login,9,Tier 1
TCK00002052,APP0018351,Status Inquiry,19,Tier 1
TCK00002053,APP0018364,Login,26,Tier 1
TCK00002054,APP0018366,Status Inquiry,11,Tier 2
TCK00002055,APP0018367,Other,25,Tier 1
TCK00002056,APP0018373,Login,21,Tier 2
TCK00002057,APP0018377,Login,13,Tier 1
TCK00002058,APP0018379,Login,19,Tier 2
TCK00002059,APP0018409,Upload,24,Tier 2
TCK00002060,APP0018411,Status Inquiry,16,Tier 1
TCK00002061,APP0018419,Upload,17,Tier 3
TCK00002062,APP0018433,Upload,28,Tier 1
TCK00002063,APP0018438,Upload,22,Tier 1
TCK00002064,APP0018451,Login,22,Tier 1
TCK00002065,APP0018456,Login,14,Tier 1
TCK00002066,APP0018461,Upload,23,Tier 2
TCK00002067,APP0018464,Upload,30,Tier 1
TCK00002068,APP0018474,Login,10,Tier 1
TCK00002069,APP0018483,Login,5,Tier 1
TCK00002070,APP0018485,Upload,11,Tier 1
TCK00002071,APP0018489,Status Inquiry,17,Tier 1
TCK00002072,APP0018497,Login,10,Tier 1
TCK00002073,APP0018504,Upload,4,Tier 1
TCK00002074,APP0018511,Upload,31,Tier 1
TCK00002075,APP0018535,Status Inquiry,14,Tier 1
TCK00002076,APP0018557,Login,11,Tier 1
TCK00002077,APP0018564,Upload,1,Tier 2
TCK00002078,APP0018609,Login,25,Tier 1
TCK00002079,APP0018622,Status Inquiry,5,Tier 2
TCK00002080,APP0018636,Upload,28,Tier 2
TCK00002081,APP0018644,Upload,22,Tier 1
TCK00002082,APP0018662,Status Inquiry,19,Tier 1
TCK00002083,APP0018674,Status Inquiry,16,Tier 1
TCK00002084,APP0018686,Status Inquiry,25,Tier 1
TCK00002085,APP0018693,Upload,13,Tier 2
TCK00002086,APP0018695,Status Inquiry,21,Tier 1
TCK00002087,APP0018699,Login,14,Tier 1
TCK00002088,APP0018708,Login,15,Tier 2
TCK00002089,APP0018710,Login,30,Tier 3
TCK00002090,APP0018718,Upload,27,Tier 2
TCK00002091,APP0018724,Upload,10,Tier 2
TCK00002092,APP0018733,Upload,11,Tier 1
TCK00002093,APP0018758,Upload,18,Tier 1
TCK00002094,APP0018759,Login,17,Tier 1
TCK00002095,APP0018788,Upload,22,Tier 1
TCK00002096,APP0018795,Upload,15,Tier 2
TCK00002097,APP0018801,Login,9,Tier 2
TCK00002098,APP0018820,Upload,24,Tier 2
TCK00002099,APP0018822,Login,16,Tier 1
TCK00002100,APP0018825,Upload,23,Tier 1
TCK00002101,APP0018839,Status Inquiry,10,Tier 1
TCK00002102,APP0018840,Login,30,Tier 1
TCK00002103,APP0018850,Status Inquiry,20,Tier 1
TCK00002104,APP0018851,Login,20,Tier 1
TCK00002105,APP0018861,Upload,21,Tier 2
TCK00002106,APP0018872,Upload,5,Tier 1
TCK00002107,APP0018892,Login,23,Tier 2
TCK00002108,APP0018893,Upload,13,Tier 1
TCK00002109,APP0018894,Login,9,Tier 2
TCK00002110,APP0018910,Upload,21,Tier 1
TCK00002111,APP0018913,Status Inquiry,32,Tier 2
TCK00002112,APP0018914,Upload,12,Tier 3
TCK00002113,APP0018917,Login,30,Tier 2
TCK00002114,APP0018926,Upload,1,Tier 2
TCK00002115,APP0018929,Upload,20,Tier 1
TCK00002116,APP0018930,Upload,13,Tier 2
TCK00002117,APP0018936,Upload,20,Tier 2
TCK00002118,APP0018940,Status Inquiry,35,Tier 1
TCK00002119,APP0018942,Status Inquiry,23,Tier 1
TCK00002120,APP0018946,Login,6,Tier 2
TCK00002121,APP0018957,Login,29,Tier 2
TCK00002122,APP0018965,Status Inquiry,9,Tier 1
TCK00002123,APP0018978,Login,13,Tier 2
TCK00002124,APP0018979,Upload,10,Tier 1
TCK00002125,APP0018983,Login,19,Tier 1
TCK00002126,APP0018984,Status Inquiry,17,Tier 1
TCK00002127,APP0018993,Status Inquiry,31,Tier 1
TCK00002128,APP0019017,Status Inquiry,20,Tier 1
TCK00002129,APP0019019,Upload,23,Tier 1
TCK00002130,APP0019042,Other,16,Tier 2
TCK00002131,APP0019047,Upload,27,Tier 1
TCK00002132,APP0019077,Upload,9,Tier 1
TCK00002133,APP0019078,Other,6,Tier 1
TCK00002134,APP0019080,Login,25,Tier 2
TCK00002135,APP0019082,Status Inquiry,24,Tier 1
TCK00002136,APP0019095,Upload,18,Tier 1
TCK00002137,APP0019120,Status Inquiry,36,Tier 1
TCK00002138,APP0019125,Status Inquiry,10,Tier 1
TCK00002139,APP0019127,Login,29,Tier 1
TCK00002140,APP0019133,Upload,30,Tier 2
TCK00002141,APP0019136,Login,8,Tier 1
TCK00002142,APP0019163,Login,22,Tier 2
TCK00002143,APP0019170,Upload,24,Tier 3
TCK00002144,APP0019171,Status Inquiry,17,Tier 1
TCK00002145,APP0019179,Login,17,Tier 1
TCK00002146,APP0019180,Status Inquiry,17,Tier 1
TCK00002147,APP0019189,Upload,11,Tier 1
TCK00002148,APP0019192,Status Inquiry,7,Tier 1
TCK00002149,APP0019199,Status Inquiry,24,Tier 2
TCK00002150,APP0019209,Status Inquiry,20,Tier 2
TCK00002151,APP0019216,Other,18,Tier 2
TCK00002152,APP0019231,Upload,22,Tier 1
TCK00002153,APP0019235,Login,11,Tier 1
TCK00002154,APP0019263,Status Inquiry,13,Tier 1
TCK00002155,APP0019268,Other,24,Tier 1
TCK00002156,APP0019272,Upload,18,Tier 1
TCK00002157,APP0019276,Login,22,Tier 1
TCK00002158,APP0019281,Status Inquiry,27,Tier 1
TCK00002159,APP0019286,Upload,32,Tier 2
TCK00002160,APP0019289,Status Inquiry,10,Tier 1
TCK00002161,APP0019291,Upload,13,Tier 1
TCK00002162,APP0019294,Status Inquiry,6,Tier 1
TCK00002163,APP0019303,Upload,12,Tier 1
TCK00002164,APP0019307,Upload,22,Tier 1
TCK00002165,APP0019312,Login,13,Tier 2
TCK00002166,APP0019343,Status Inquiry,35,Tier 2
TCK00002167,APP0019365,Other,14,Tier 1
TCK00002168,APP0019369,Other,3,Tier 1
TCK00002169,APP0019372,Status Inquiry,11,Tier 2
TCK00002170,APP0019395,Login,35,Tier 1
TCK00002171,APP0019397,Status Inquiry,11,Tier 1
TCK00002172,APP0019406,Login,17,Tier 1
TCK00002173,APP0019412,Status Inquiry,11,Tier 1
TCK00002174,APP0019452,Upload,9,Tier 1
TCK00002175,APP0019465,Other,27,Tier 2
TCK00002176,APP0019469,Other,8,Tier 2
TCK00002177,APP0019512,Upload,3,Tier 1
TCK00002178,APP0019525,Status Inquiry,12,Tier 1
TCK00002179,APP0019528,Status Inquiry,12,Tier 1
TCK00002180,APP0019534,Upload,21,Tier 1
TCK00002181,APP0019540,Login,19,Tier 2
TCK00002182,APP0019544,Login,28,Tier 1
TCK00002183,APP0019556,Upload,16,Tier 2
TCK00002184,APP0019563,Login,21,Tier 1
TCK00002185,APP0019584,Status Inquiry,22,Tier 1
TCK00002186,APP0019588,Upload,26,Tier 1
TCK00002187,APP0019595,Status Inquiry,8,Tier 2
TCK00002188,APP0019641,Status Inquiry,15,Tier 1
TCK00002189,APP0019652,Status Inquiry,1,Tier 2
TCK00002190,APP0019665,Upload,11,Tier 1
TCK00002191,APP0019674,Status Inquiry,8,Tier 2
TCK00002192,APP0019677,Status Inquiry,11,Tier 1
TCK00002193,APP0019680,Status Inquiry,30,Tier 1
TCK00002194,APP0019685,Upload,26,Tier 1
TCK00002195,APP0019701,Upload,5,Tier 1
TCK00002196,APP0019703,Login,32,Tier 1
TCK00002197,APP0019712,Status Inquiry,28,Tier 1
TCK00002198,APP0019713,Status Inquiry,19,Tier 1
TCK00002199,APP0019727,Status Inquiry,17,Tier 1
TCK00002200,APP0019729,Upload,17,Tier 1
TCK00002201,APP0019777,Upload,17,Tier 1
TCK00002202,APP0019792,Upload,23,Tier 1
TCK00002203,APP0019795,Login,15,Tier 1
TCK00002204,APP0019816,Status Inquiry,26,Tier 1
TCK00002205,APP0019819,Other,15,Tier 1
TCK00002206,APP0019830,Upload,12,Tier 2
TCK00002207,APP0019842,Upload,16,Tier 1
TCK00002208,APP0019850,Status Inquiry,20,Tier 1
TCK00002209,APP0019852,Upload,21,Tier 1
TCK00002210,APP0019854,Upload,17,Tier 3
TCK00002211,APP0019858,Upload,5,Tier 2
TCK00002212,APP0019888,Upload,7,Tier 1
TCK00002213,APP0019901,Other,4,Tier 1
TCK00002214,APP0019902,Upload,15,Tier 1
TCK00002215,APP0019927,Status Inquiry,23,Tier 3
TCK00002216,APP0019955,Upload,18,Tier 1
TCK00002217,APP0019963,Login,17,Tier 1
TCK00002218,APP0019977,Upload,14,Tier 1
TCK00002219,APP0019986,Upload,15,Tier 1
TCK00002220,APP0019987,Upload,12,Tier 1
TCK00002221,APP0019989,Login,26,Tier 2
TCK00002222,APP0020005,Status Inquiry,8,Tier 1
TCK00002223,APP0020007,Login,10,Tier 1
TCK00002224,APP0020019,Login,21,Tier 1
TCK00002225,APP0020020,Login,15,Tier 1
TCK00002226,APP0020028,Login,23,Tier 1
TCK00002227,APP0020029,Login,14,Tier 1
TCK00002228,APP0020030,Upload,21,Tier 3
TCK00002229,APP0020035,Upload,19,Tier 1
TCK00002230,APP0020047,Upload,7,Tier 2
TCK00002231,APP0020062,Upload,22,Tier 1
TCK00002232,APP0020063,Upload,28,Tier 1
TCK00002233,APP0020083,Status Inquiry,12,Tier 2
TCK00002234,APP0020092,Status Inquiry,17,Tier 1
TCK00002235,APP0020097,Status Inquiry,23,Tier 1
TCK00002236,APP0020103,Upload,30,Tier 1
TCK00002237,APP0020136,Upload,20,Tier 1
TCK00002238,APP0020138,Upload,36,Tier 1
TCK00002239,APP0020139,Upload,14,Tier 1
TCK00002240,APP0020153,Upload,33,Tier 1
TCK00002241,APP0020154,Login,12,Tier 2
TCK00002242,APP0020169,Status Inquiry,17,Tier 2
TCK00002243,APP0020172,Other,10,Tier 1
TCK00002244,APP0020183,Upload,26,Tier 1
TCK00002245,APP0020202,Other,23,Tier 2
TCK00002246,APP0020203,Other,4,Tier 1
TCK00002247,APP0020225,Upload,1,Tier 1
TCK00002248,APP0020230,Login,35,Tier 1
TCK00002249,APP0020248,Login,15,Tier 1
TCK00002250,APP0020258,Upload,4,Tier 1
TCK00002251,APP0020292,Other,10,Tier 1
TCK00002252,APP0020294,Login,14,Tier 2
TCK00002253,APP0020310,Status Inquiry,30,Tier 1
TCK00002254,APP0020347,Status Inquiry,21,Tier 2
TCK00002255,APP0020375,Status Inquiry,18,Tier 1
TCK00002256,APP0020385,Upload,10,Tier 1
TCK00002257,APP0020387,Login,23,Tier 2
TCK00002258,APP0020390,Login,4,Tier 1
TCK00002259,APP0020392,Other,27,Tier 1
TCK00002260,APP0020394,Status Inquiry,25,Tier 1
TCK00002261,APP0020404,Status Inquiry,14,Tier 1
TCK00002262,APP0020406,Login,6,Tier 1
TCK00002263,APP0020419,Status Inquiry,13,Tier 2
TCK00002264,APP0020453,Upload,17,Tier 1
TCK00002265,APP0020462,Other,34,Tier 1
TCK00002266,APP0020465,Upload,31,Tier 2
TCK00002267,APP0020471,Upload,12,Tier 1
TCK00002268,APP0020474,Login,12,Tier 2
TCK00002269,APP0020483,Upload,7,Tier 1
TCK00002270,APP0020494,Login,21,Tier 2
TCK00002271,APP0020503,Login,13,Tier 2
TCK00002272,APP0020519,Upload,23,Tier 2
TCK00002273,APP0020522,Status Inquiry,18,Tier 1
TCK00002274,APP0020527,Status Inquiry,13,Tier 2
TCK00002275,APP0020544,Upload,10,Tier 1
TCK00002276,APP0020547,Other,5,Tier 1
TCK00002277,APP0020558,Login,22,Tier 1
TCK00002278,APP0020581,Other,7,Tier 1
TCK00002279,APP0020597,Upload,23,Tier 2
TCK00002280,APP0020608,Upload,4,Tier 1
TCK00002281,APP0020623,Status Inquiry,1,Tier 2
TCK00002282,APP0020628,Other,18,Tier 2
TCK00002283,APP0020636,Login,13,Tier 1
TCK00002284,APP0020638,Status Inquiry,25,Tier 1
TCK00002285,APP0020645,Status Inquiry,18,Tier 1
TCK00002286,APP0020646,Status Inquiry,17,Tier 1
TCK00002287,APP0020652,Upload,25,Tier 2
TCK00002288,APP0020705,Status Inquiry,12,Tier 1
TCK00002289,APP0020721,Status Inquiry,23,Tier 1
TCK00002290,APP0020725,Other,37,Tier 1
TCK00002291,APP0020739,Status Inquiry,19,Tier 1
TCK00002292,APP0020745,Status Inquiry,10,Tier 1
TCK00002293,APP0020747,Status Inquiry,17,Tier 1
TCK00002294,APP0020754,Login,11,Tier 1
TCK00002295,APP0020755,Upload,15,Tier 1
TCK00002296,APP0020756,Status Inquiry,31,Tier 2
TCK00002297,APP0020758,Other,10,Tier 1
TCK00002298,APP0020769,Login,8,Tier 1
TCK00002299,APP0020777,Status Inquiry,22,Tier 1
TCK00002300,APP0020780,Upload,14,Tier 1
TCK00002301,APP0020786,Upload,16,Tier 2
TCK00002302,APP0020798,Other,13,Tier 1
TCK00002303,APP0020808,Login,20,Tier 1
TCK00002304,APP0020818,Status Inquiry,30,Tier 1
TCK00002305,APP0020819,Upload,23,Tier 1
TCK00002306,APP0020823,Login,14,Tier 1
TCK00002307,APP0020833,Login,15,Tier 1
TCK00002308,APP0020835,Login,10,Tier 1
TCK00002309,APP0020853,Status Inquiry,11,Tier 1
TCK00002310,APP0020877,Upload,25,Tier 1
TCK00002311,APP0020885,Login,22,Tier 1
TCK00002312,APP0020887,Upload,22,Tier 1
TCK00002313,APP0020890,Login,22,Tier 2
TCK00002314,APP0020900,Upload,13,Tier 1
TCK00002315,APP0020901,Login,18,Tier 2
TCK00002316,APP0020904,Upload,22,Tier 2
TCK00002317,APP0020918,Status Inquiry,31,Tier 1
TCK00002318,APP0020940,Upload,20,Tier 3
TCK00002319,APP0020960,Login,18,Tier 1
TCK00002320,APP0020964,Login,12,Tier 1
TCK00002321,APP0020977,Upload,26,Tier 2
TCK00002322,APP0020988,Status Inquiry,16,Tier 1
TCK00002323,APP0020989,Status Inquiry,20,Tier 1
TCK00002324,APP0021004,Login,21,Tier 1
TCK00002325,APP0021006,Login,12,Tier 1
TCK00002326,APP0021008,Upload,20,Tier 1
TCK00002327,APP0021010,Other,27,Tier 1
TCK00002328,APP0021011,Other,11,Tier 1
TCK00002329,APP0021015,Upload,14,Tier 2
TCK00002330,APP0021022,Upload,11,Tier 1
TCK00002331,APP0021026,Other,19,Tier 1
TCK00002332,APP0021048,Upload,35,Tier 1
TCK00002333,APP0021049,Status Inquiry,21,Tier 2
TCK00002334,APP0021050,Status Inquiry,28,Tier 1
TCK00002335,APP0021054,Other,20,Tier 1
TCK00002336,APP0021079,Status Inquiry,15,Tier 2
TCK00002337,APP0021089,Login,18,Tier 2
TCK00002338,APP0021097,Status Inquiry,20,Tier 1
TCK00002339,APP0021124,Upload,16,Tier 1
TCK00002340,APP0021125,Other,17,Tier 2
TCK00002341,APP0021141,Status Inquiry,19,Tier 1
TCK00002342,APP0021145,Login,13,Tier 2
TCK00002343,APP0021158,Login,30,Tier 1
TCK00002344,APP0021168,Upload,21,Tier 3
TCK00002345,APP0021180,Upload,17,Tier 2
TCK00002346,APP0021198,Upload,13,Tier 1
TCK00002347,APP0021207,Status Inquiry,21,Tier 1
TCK00002348,APP0021221,Other,12,Tier 1
TCK00002349,APP0021225,Status Inquiry,8,Tier 1
TCK00002350,APP0021229,Login,15,Tier 1
TCK00002351,APP0021230,Login,28,Tier 1
TCK00002352,APP0021272,Upload,16,Tier 1
TCK00002353,APP0021282,Login,19,Tier 2
TCK00002354,APP0021289,Login,10,Tier 1
TCK00002355,APP0021290,Other,22,Tier 2
TCK00002356,APP0021297,Login,14,Tier 2
TCK00002357,APP0021299,Other,13,Tier 2
TCK00002358,APP0021306,Other,12,Tier 3
TCK00002359,APP0021307,Upload,17,Tier 1
TCK00002360,APP0021312,Status Inquiry,10,Tier 2
TCK00002361,APP0021313,Login,15,Tier 1
TCK00002362,APP0021316,Upload,16,Tier 1
TCK00002363,APP0021334,Status Inquiry,10,Tier 1
TCK00002364,APP0021349,Login,2,Tier 1
TCK00002365,APP0021355,Login,21,Tier 1
TCK00002366,APP0021360,Status Inquiry,8,Tier 1
TCK00002367,APP0021363,Login,2,Tier 1
TCK00002368,APP0021366,Status Inquiry,18,Tier 1
TCK00002369,APP0021373,Status Inquiry,17,Tier 2
TCK00002370,APP0021375,Upload,27,Tier 2
TCK00002371,APP0021383,Upload,28,Tier 3
TCK00002372,APP0021391,Login,1,Tier 3
TCK00002373,APP0021405,Upload,13,Tier 1
TCK00002374,APP0021417,Login,20,Tier 1
TCK00002375,APP0021426,Upload,7,Tier 1
TCK00002376,APP0021448,Upload,27,Tier 2
TCK00002377,APP0021452,Other,21,Tier 2
TCK00002378,APP0021455,Login,12,Tier 1
TCK00002379,APP0021463,Upload,14,Tier 1
TCK00002380,APP0021467,Upload,20,Tier 2
TCK00002381,APP0021472,Upload,35,Tier 1
TCK00002382,APP0021477,Login,33,Tier 1
TCK00002383,APP0021481,Upload,6,Tier 1
TCK00002384,APP0021484,Upload,23,Tier 3
TCK00002385,APP0021492,Upload,6,Tier 2
TCK00002386,APP0021493,Status Inquiry,17,Tier 2
TCK00002387,APP0021500,Other,10,Tier 1
TCK00002388,APP0021501,Upload,16,Tier 1
TCK00002389,APP0021502,Upload,14,Tier 2
TCK00002390,APP0021506,Status Inquiry,21,Tier 1
TCK00002391,APP0021514,Login,12,Tier 2
TCK00002392,APP0021518,Upload,23,Tier 1
TCK00002393,APP0021519,Login,17,Tier 1
TCK00002394,APP0021523,Upload,11,Tier 1
TCK00002395,APP0021541,Upload,29,Tier 1
TCK00002396,APP0021544,Status Inquiry,20,Tier 1
TCK00002397,APP0021547,Status Inquiry,16,Tier 1
TCK00002398,APP0021552,Login,19,Tier 1
TCK00002399,APP0021553,Status Inquiry,23,Tier 1
TCK00002400,APP0021564,Upload,17,Tier 1
TCK00002401,APP0021565,Upload,13,Tier 1
TCK00002402,APP0021589,Login,17,Tier 1
TCK00002403,APP0021590,Login,13,Tier 1
TCK00002404,APP0021593,Upload,14,Tier 2
TCK00002405,APP0021609,Upload,31,Tier 1
TCK00002406,APP0021621,Status Inquiry,24,Tier 1
TCK00002407,APP0021622,Upload,28,Tier 1
TCK00002408,APP0021625,Upload,14,Tier 3
TCK00002409,APP0021628,Login,4,Tier 1
TCK00002410,APP0021641,Other,15,Tier 1
TCK00002411,APP0021647,Status Inquiry,22,Tier 1
TCK00002412,APP0021655,Upload,14,Tier 1
TCK00002413,APP0021664,Login,19,Tier 3
TCK00002414,APP0021683,Upload,10,Tier 2
TCK00002415,APP0021693,Status Inquiry,22,Tier 1
TCK00002416,APP0021694,Other,14,Tier 1
TCK00002417,APP0021695,Login,18,Tier 1
TCK00002418,APP0021698,Status Inquiry,23,Tier 1
TCK00002419,APP0021722,Upload,12,Tier 1
TCK00002420,APP0021743,Upload,9,Tier 1
TCK00002421,APP0021749,Other,11,Tier 1
TCK00002422,APP0021782,Other,22,Tier 1
TCK00002423,APP0021817,Login,15,Tier 1
TCK00002424,APP0021820,Upload,26,Tier 2
TCK00002425,APP0021845,Upload,22,Tier 2
TCK00002426,APP0021846,Upload,27,Tier 1
TCK00002427,APP0021863,Upload,19,Tier 1
TCK00002428,APP0021868,Status Inquiry,27,Tier 1
TCK00002429,APP0021871,Upload,24,Tier 1
TCK00002430,APP0021877,Upload,2,Tier 1
TCK00002431,APP0021882,Upload,29,Tier 1
TCK00002432,APP0021896,Upload,25,Tier 1
TCK00002433,APP0021899,Upload,15,Tier 1
TCK00002434,APP0021901,Upload,8,Tier 1
TCK00002435,APP0021904,Status Inquiry,3,Tier 2
TCK00002436,APP0021922,Login,19,Tier 1
TCK00002437,APP0021923,Upload,11,Tier 1
TCK00002438,APP0021932,Upload,9,Tier 1
TCK00002439,APP0021938,Upload,10,Tier 1
TCK00002440,APP0021947,Login,5,Tier 2
TCK00002441,APP0021954,Login,25,Tier 1
TCK00002442,APP0021957,Status Inquiry,11,Tier 2
TCK00002443,APP0021964,Upload,18,Tier 1
TCK00002444,APP0021993,Status Inquiry,19,Tier 1
TCK00002445,APP0022010,Upload,21,Tier 1
TCK00002446,APP0022011,Status Inquiry,17,Tier 1
TCK00002447,APP0022012,Upload,24,Tier 1
TCK00002448,APP0022016,Login,13,Tier 2
TCK00002449,APP0022021,Status Inquiry,35,Tier 1
TCK00002450,APP0022030,Upload,5,Tier 2
TCK00002451,APP0022043,Upload,23,Tier 1
TCK00002452,APP0022047,Login,35,Tier 1
TCK00002453,APP0022049,Login,10,Tier 1
TCK00002454,APP0022056,Login,29,Tier 1
TCK00002455,APP0022058,Upload,34,Tier 1
TCK00002456,APP0022063,Upload,14,Tier 1
TCK00002457,APP0022069,Login,30,Tier 1
TCK00002458,APP0022102,Login,13,Tier 1
TCK00002459,APP0022110,Login,20,Tier 2
TCK00002460,APP0022112,Status Inquiry,16,Tier 1
TCK00002461,APP0022127,Login,10,Tier 1
TCK00002462,APP0022130,Login,9,Tier 2
TCK00002463,APP0022139,Status Inquiry,13,Tier 1
TCK00002464,APP0022148,Other,6,Tier 2
TCK00002465,APP0022166,Other,19,Tier 1
TCK00002466,APP0022168,Other,19,Tier 2
TCK00002467,APP0022169,Login,27,Tier 3
TCK00002468,APP0022187,Status Inquiry,21,Tier 2
TCK00002469,APP0022189,Upload,17,Tier 1
TCK00002470,APP0022204,Upload,15,Tier 1
TCK00002471,APP0022211,Login,37,Tier 2
TCK00002472,APP0022218,Upload,6,Tier 1
TCK00002473,APP0022230,Login,7,Tier 1
TCK00002474,APP0022236,Login,36,Tier 1
TCK00002475,APP0022250,Upload,26,Tier 2
TCK00002476,APP0022252,Login,19,Tier 1
TCK00002477,APP0022261,Upload,22,Tier 2
TCK00002478,APP0022276,Upload,26,Tier 2
TCK00002479,APP0022337,Status Inquiry,6,Tier 1
TCK00002480,APP0022354,Upload,15,Tier 1
TCK00002481,APP0022357,Login,24,Tier 2
TCK00002482,APP0022370,Status Inquiry,23,Tier 1
TCK00002483,APP0022404,Upload,27,Tier 1
TCK00002484,APP0022419,Upload,20,Tier 1
TCK00002485,APP0022441,Login,15,Tier 1
TCK00002486,APP0022446,Login,13,Tier 1
TCK00002487,APP0022462,Status Inquiry,23,Tier 1
TCK00002488,APP0022473,Status Inquiry,18,Tier 2
TCK00002489,APP0022483,Status Inquiry,22,Tier 1
TCK00002490,APP0022488,Other,29,Tier 2
TCK00002491,APP0022491,Other,28,Tier 2
TCK00002492,APP0022495,Status Inquiry,8,Tier 1
TCK00002493,APP0022503,Login,27,Tier 1
TCK00002494,APP0022509,Upload,10,Tier 3
TCK00002495,APP0022540,Upload,5,Tier 1
TCK00002496,APP0022556,Other,35,Tier 1
TCK00002497,APP0022559,Login,21,Tier 1
TCK00002498,APP0022563,Login,14,Tier 2
TCK00002499,APP0022565,Status Inquiry,15,Tier 2
TCK00002500,APP0022592,Upload,26,Tier 1
TCK00002501,APP0022593,Login,34,Tier 1
TCK00002502,APP0022596,Upload,29,Tier 1
TCK00002503,APP0022597,Upload,17,Tier 1
TCK00002504,APP0022609,Other,9,Tier 2
TCK00002505,APP0022612,Other,17,Tier 1
TCK00002506,APP0022615,Login,27,Tier 1
TCK00002507,APP0022625,Login,22,Tier 1
TCK00002508,APP0022629,Status Inquiry,8,Tier 1
TCK00002509,APP0022638,Login,19,Tier 1
TCK00002510,APP0022678,Status Inquiry,23,Tier 1
TCK00002511,APP0022680,Login,11,Tier 1
TCK00002512,APP0022707,Other,26,Tier 1
TCK00002513,APP0022719,Upload,30,Tier 1
TCK00002514,APP0022720,Status Inquiry,26,Tier 1
TCK00002515,APP0022721,Status Inquiry,12,Tier 2
TCK00002516,APP0022732,Login,16,Tier 3
TCK00002517,APP0022756,Login,18,Tier 1
TCK00002518,APP0022760,Upload,16,Tier 1
TCK00002519,APP0022775,Upload,25,Tier 1
TCK00002520,APP0022808,Upload,19,Tier 1
TCK00002521,APP0022809,Status Inquiry,18,Tier 1
TCK00002522,APP0022837,Login,21,Tier 2
TCK00002523,APP0022846,Login,15,Tier 1
TCK00002524,APP0022875,Login,8,Tier 1
TCK00002525,APP0022880,Upload,19,Tier 2
TCK00002526,APP0022888,Status Inquiry,16,Tier 2
TCK00002527,APP0022889,Login,24,Tier 3
TCK00002528,APP0022890,Status Inquiry,20,Tier 1
TCK00002529,APP0022895,Upload,16,Tier 2
TCK00002530,APP0022896,Login,27,Tier 1
TCK00002531,APP0022907,Other,18,Tier 1
TCK00002532,APP0022908,Upload,8,Tier 1
TCK00002533,APP0022920,Login,31,Tier 1
TCK00002534,APP0022928,Status Inquiry,28,Tier 1
TCK00002535,APP0022936,Status Inquiry,18,Tier 1
