Log_ID,Application_ID,Error_Code,Downtime_Minutes,Step_Failed
LOG00013566,APP0013566,None,0,Final Approval
LOG00013567,APP0013567,None,0,Final Approval
LOG00013568,APP0013568,None,0,Form
LOG00013569,APP0013569,None,0,Document Upload
LOG00013570,APP0013570,None,0,Final Approval
LOG00013571,APP0013571,None,0,Final Approval
LOG00013572,APP0013572,Timeout,17,Form
LOG00013573,APP0013573,API Failure,38,KYC
LOG00013574,APP0013574,None,0,Final Approval
LOG00013575,APP0013575,API Failure,31,Form
LOG00013576,APP0013576,Upload Error,35,Final Approval
LOG00013577,APP0013577,None,0,Form
LOG00013578,APP0013578,None,0,Final Approval
LOG00013579,APP0013579,None,0,Final Approval
LOG00013580,APP0013580,None,0,Final Approval
LOG00013581,APP0013581,None,0,Document Upload
LOG00013582,APP0013582,Timeout,59,Form
LOG00013583,APP0013583,None,0,Final Approval
LOG00013584,APP0013584,Upload Error,14,Document Upload
LOG00013585,APP0013585,None,0,Final Approval
LOG00013586,APP0013586,None,0,Form
LOG00013587,APP0013587,None,0,KYC
LOG00013588,APP0013588,None,0,Final Approval
LOG00013589,APP0013589,Timeout,51,KYC
LOG00013590,APP0013590,None,0,Final Approval
LOG00013591,APP0013591,None,0,Final Approval
LOG00013592,APP0013592,None,0,Final Approval
LOG00013593,APP0013593,None,0,Final Approval
LOG00013594,APP0013594,None,0,Final Approval
LOG00013595,APP0013595,Upload Error,21,Final Approval
LOG00013596,APP0013596,None,0,Final Approval
LOG00013597,APP0013597,Timeout,47,Form
LOG00013598,APP0013598,None,0,Document Upload
LOG00013599,APP0013599,None,0,Final Approval
LOG00013600,APP0013600,None,0,Final Approval
LOG00013601,APP0013601,Timeout,11,KYC
LOG00013602,APP0013602,None,0,Final Approval
LOG00013603,APP0013603,Timeout,25,Form
LOG00013604,APP0013604,Timeout,29,Form
LOG00013605,APP0013605,None,0,Final Approval
LOG00013606,APP0013606,None,0,Final Approval
LOG00013607,APP0013607,Upload Error,52,Document Upload
LOG00013608,APP0013608,None,0,Final Approval
LOG00013609,APP0013609,None,0,Final Approval
LOG00013610,APP0013610,None,0,KYC
LOG00013611,APP0013611,None,0,Final Approval
LOG00013612,APP0013612,None,0,Document Upload
LOG00013613,APP0013613,None,0,Final Approval
LOG00013614,APP0013614,None,0,Document Upload
LOG00013615,APP0013615,Upload Error,37,Document Upload
LOG00013616,APP0013616,None,0,Final Approval
LOG00013617,APP0013617,Upload Error,40,Document Upload
LOG00013618,APP0013618,None,0,Final Approval
LOG00013619,APP0013619,None,0,Final Approval
LOG00013620,APP0013620,None,0,Final Approval
LOG00013621,APP0013621,Timeout,35,Form
LOG00013622,APP0013622,None,0,Final Approval
LOG00013623,APP0013623,None,0,Final Approval
LOG00013624,APP0013624,API Failure,30,Form
LOG00013625,APP0013625,None,0,Document Upload
LOG00013626,APP0013626,None,0,Final Approval
LOG00013627,APP0013627,None,0,Final Approval
LOG00013628,APP0013628,None,0,Final Approval
LOG00013629,APP0013629,None,0,Final Approval
LOG00013630,APP0013630,Upload Error,5,Document Upload
LOG00013631,APP0013631,None,0,Final Approval
LOG00013632,APP0013632,None,0,Final Approval
LOG00013633,APP0013633,None,0,Final Approval
LOG00013634,APP0013634,None,0,Final Approval
LOG00013635,APP0013635,None,0,Final Approval
LOG00013636,APP0013636,None,0,Final Approval
LOG00013637,APP0013637,None,0,Final Approval
LOG00013638,APP0013638,Timeout,42,KYC
LOG00013639,APP0013639,None,0,Final Approval
LOG00013640,APP0013640,None,0,Final Approval
LOG00013641,APP0013641,None,0,Final Approval
LOG00013642,APP0013642,None,0,Final Approval
LOG00013643,APP0013643,API Failure,45,KYC
LOG00013644,APP0013644,None,0,Final Approval
LOG00013645,APP0013645,None,0,Final Approval
LOG00013646,APP0013646,None,0,Final Approval
LOG00013647,APP0013647,None,0,Final Approval
LOG00013648,APP0013648,Timeout,21,Final Approval
LOG00013649,APP0013649,None,0,Final Approval
LOG00013650,APP0013650,None,0,Final Approval
LOG00013651,APP0013651,None,0,Final Approval
LOG00013652,APP0013652,Timeout,49,Form
LOG00013653,APP0013653,None,0,Final Approval
LOG00013654,APP0013654,None,0,Final Approval
LOG00013655,APP0013655,None,0,Final Approval
LOG00013656,APP0013656,Timeout,50,Form
LOG00013657,APP0013657,Timeout,7,KYC
LOG00013658,APP0013658,None,0,Final Approval
LOG00013659,APP0013659,Upload Error,56,Document Upload
LOG00013660,APP0013660,Timeout,20,KYC
LOG00013661,APP0013661,None,0,Final Approval
LOG00013662,APP0013662,API Failure,28,Final Approval
LOG00013663,APP0013663,None,0,KYC
LOG00013664,APP0013664,API Failure,6,Document Upload
LOG00013665,APP0013665,None,0,Final Approval
LOG00013666,APP0013666,Timeout,10,Form
LOG00013667,APP0013667,None,0,Final Approval
LOG00013668,APP0013668,None,0,Final Approval
LOG00013669,APP0013669,None,0,Final Approval
LOG00013670,APP0013670,None,0,Final Approval
LOG00013671,APP0013671,Timeout,23,KYC
LOG00013672,APP0013672,Timeout,32,Document Upload
LOG00013673,APP0013673,None,0,Final Approval
LOG00013674,APP0013674,None,0,Document Upload
LOG00013675,APP0013675,Timeout,42,Form
LOG00013676,APP0013676,None,0,Final Approval
LOG00013677,APP0013677,None,0,Final Approval
LOG00013678,APP0013678,None,0,Final Approval
LOG00013679,APP0013679,None,0,Final Approval
LOG00013680,APP0013680,Timeout,12,KYC
LOG00013681,APP0013681,None,0,Final Approval
LOG00013682,APP0013682,None,0,Final Approval
LOG00013683,APP0013683,None,0,Final Approval
LOG00013684,APP0013684,None,0,Document Upload
LOG00013685,APP0013685,Timeout,5,Document Upload
LOG00013686,APP0013686,None,0,Final Approval
LOG00013687,APP0013687,None,0,Final Approval
LOG00013688,APP0013688,Timeout,48,Form
LOG00013689,APP0013689,None,0,Form
LOG00013690,APP0013690,None,0,Final Approval
LOG00013691,APP0013691,None,0,Final Approval
LOG00013692,APP0013692,None,0,Form
LOG00013693,APP0013693,None,0,Final Approval
LOG00013694,APP0013694,API Failure,37,Form
LOG00013695,APP0013695,None,0,Final Approval
LOG00013696,APP0013696,None,0,Form
LOG00013697,APP0013697,None,0,Final Approval
LOG00013698,APP0013698,Timeout,46,Document Upload
LOG00013699,APP0013699,None,0,Form
LOG00013700,APP0013700,None,0,Final Approval
LOG00013701,APP0013701,None,0,Final Approval
LOG00013702,APP0013702,None,0,KYC
LOG00013703,APP0013703,None,0,KYC
LOG00013704,APP0013704,None,0,Document Upload
LOG00013705,APP0013705,Timeout,53,KYC
LOG00013706,APP0013706,Timeout,43,Document Upload
LOG00013707,APP0013707,None,0,Final Approval
LOG00013708,APP0013708,Upload Error,28,Document Upload
LOG00013709,APP0013709,None,0,Final Approval
LOG00013710,APP0013710,Timeout,43,Final Approval
LOG00013711,APP0013711,None,0,Form
LOG00013712,APP0013712,None,0,Document Upload
LOG00013713,APP0013713,None,0,Final Approval
LOG00013714,APP0013714,Timeout,12,Form
LOG00013715,APP0013715,None,0,Final Approval
LOG00013716,APP0013716,None,0,Final Approval
LOG00013717,APP0013717,None,0,Final Approval
LOG00013718,APP0013718,None,0,Final Approval
LOG00013719,APP0013719,None,0,KYC
LOG00013720,APP0013720,None,0,Final Approval
LOG00013721,APP0013721,None,0,Final Approval
LOG00013722,APP0013722,API Failure,16,Final Approval
LOG00013723,APP0013723,API Failure,10,KYC
LOG00013724,APP0013724,None,0,Final Approval
LOG00013725,APP0013725,None,0,Final Approval
LOG00013726,APP0013726,None,0,Final Approval
LOG00013727,APP0013727,None,0,Final Approval
LOG00013728,APP0013728,Timeout,59,Document Upload
LOG00013729,APP0013729,None,0,KYC
LOG00013730,APP0013730,None,0,Final Approval
LOG00013731,APP0013731,API Failure,28,KYC
LOG00013732,APP0013732,None,0,Final Approval
LOG00013733,APP0013733,None,0,Final Approval
LOG00013734,APP0013734,Upload Error,23,Document Upload
LOG00013735,APP0013735,None,0,KYC
LOG00013736,APP0013736,None,0,Final Approval
LOG00013737,APP0013737,None,0,Final Approval
LOG00013738,APP0013738,None,0,Final Approval
LOG00013739,APP0013739,None,0,Final Approval
LOG00013740,APP0013740,Upload Error,32,Document Upload
LOG00013741,APP0013741,Timeout,4,Final Approval
LOG00013742,APP0013742,None,0,KYC
LOG00013743,APP0013743,None,0,Final Approval
LOG00013744,APP0013744,None,0,KYC
LOG00013745,APP0013745,Timeout,8,Form
LOG00013746,APP0013746,None,0,Final Approval
LOG00013747,APP0013747,None,0,Final Approval
LOG00013748,APP0013748,Timeout,33,KYC
LOG00013749,APP0013749,None,0,Final Approval
LOG00013750,APP0013750,None,0,Final Approval
LOG00013751,APP0013751,None,0,Final Approval
LOG00013752,APP0013752,Upload Error,10,Document Upload
LOG00013753,APP0013753,API Failure,46,Final Approval
LOG00013754,APP0013754,None,0,Form
LOG00013755,APP0013755,None,0,Final Approval
LOG00013756,APP0013756,Upload Error,3,Document Upload
LOG00013757,APP0013757,None,0,Final Approval
LOG00013758,APP0013758,None,0,Final Approval
LOG00013759,APP0013759,None,0,Final Approval
LOG00013760,APP0013760,None,0,Final Approval
LOG00013761,APP0013761,None,0,Final Approval
LOG00013762,APP0013762,None,0,KYC
LOG00013763,APP0013763,API Failure,45,Document Upload
LOG00013764,APP0013764,Timeout,12,Final Approval
LOG00013765,APP0013765,None,0,KYC
LOG00013766,APP0013766,None,0,Final Approval
LOG00013767,APP0013767,None,0,Final Approval
LOG00013768,APP0013768,None,0,Document Upload
LOG00013769,APP0013769,API Failure,44,Final Approval
LOG00013770,APP0013770,Upload Error,20,Final Approval
LOG00013771,APP0013771,None,0,Form
LOG00013772,APP0013772,Timeout,28,Form
LOG00013773,APP0013773,None,0,Form
LOG00013774,APP0013774,None,0,Form
LOG00013775,APP0013775,None,0,Final Approval
LOG00013776,APP0013776,None,0,Final Approval
LOG00013777,APP0013777,None,0,Final Approval
LOG00013778,APP0013778,Timeout,11,Form
LOG00013779,APP0013779,None,0,Final Approval
LOG00013780,APP0013780,Timeout,9,Form
LOG00013781,APP0013781,API Failure,4,Form
LOG00013782,APP0013782,Upload Error,49,Document Upload
LOG00013783,APP0013783,None,0,Final Approval
LOG00013784,APP0013784,None,0,Final Approval
LOG00013785,APP0013785,None,0,Final Approval
LOG00013786,APP0013786,None,0,Final Approval
LOG00013787,APP0013787,None,0,Final Approval
LOG00013788,APP0013788,Upload Error,37,Document Upload
LOG00013789,APP0013789,API Failure,48,KYC
LOG00013790,APP0013790,None,0,Final Approval
LOG00013791,APP0013791,None,0,Final Approval
LOG00013792,APP0013792,None,0,Form
LOG00013793,APP0013793,None,0,Final Approval
LOG00013794,APP0013794,None,0,KYC
LOG00013795,APP0013795,None,0,Final Approval
LOG00013796,APP0013796,API Failure,52,Form
LOG00013797,APP0013797,None,0,Document Upload
LOG00013798,APP0013798,None,0,Final Approval
LOG00013799,APP0013799,Upload Error,22,Document Upload
LOG00013800,APP0013800,Timeout,24,Form
LOG00013801,APP0013801,None,0,Final Approval
LOG00013802,APP0013802,None,0,Final Approval
LOG00013803,APP0013803,None,0,Form
LOG00013804,APP0013804,Upload Error,58,Form
LOG00013805,APP0013805,None,0,Final Approval
LOG00013806,APP0013806,None,0,Final Approval
LOG00013807,APP0013807,Upload Error,13,Document Upload
LOG00013808,APP0013808,API Failure,21,KYC
LOG00013809,APP0013809,None,0,Final Approval
LOG00013810,APP0013810,None,0,Final Approval
LOG00013811,APP0013811,None,0,Final Approval
LOG00013812,APP0013812,Timeout,34,Final Approval
LOG00013813,APP0013813,None,0,Final Approval
LOG00013814,APP0013814,None,0,Final Approval
LOG00013815,APP0013815,None,0,Final Approval
LOG00013816,APP0013816,None,0,Final Approval
LOG00013817,APP0013817,None,0,Final Approval
LOG00013818,APP0013818,None,0,KYC
LOG00013819,APP0013819,None,0,Final Approval
LOG00013820,APP0013820,None,0,Form
LOG00013821,APP0013821,None,0,Final Approval
LOG00013822,APP0013822,None,0,Final Approval
LOG00013823,APP0013823,None,0,Document Upload
LOG00013824,APP0013824,None,0,KYC
LOG00013825,APP0013825,None,0,Final Approval
LOG00013826,APP0013826,None,0,Final Approval
LOG00013827,APP0013827,None,0,Final Approval
LOG00013828,APP0013828,None,0,Document Upload
LOG00013829,APP0013829,None,0,KYC
LOG00013830,APP0013830,None,0,Final Approval
LOG00013831,APP0013831,None,0,Final Approval
LOG00013832,APP0013832,None,0,Final Approval
LOG00013833,APP0013833,Timeout,59,Form
LOG00013834,APP0013834,API Failure,10,Document Upload
LOG00013835,APP0013835,None,0,Form
LOG00013836,APP0013836,Upload Error,14,Document Upload
LOG00013837,APP0013837,None,0,Final Approval
LOG00013838,APP0013838,None,0,Final Approval
LOG00013839,APP0013839,None,0,Final Approval
LOG00013840,APP0013840,None,0,Final Approval
LOG00013841,APP0013841,None,0,KYC
LOG00013842,APP0013842,None,0,KYC
LOG00013843,APP0013843,Timeout,14,Document Upload
LOG00013844,APP0013844,None,0,Final Approval
LOG00013845,APP0013845,None,0,Final Approval
LOG00013846,APP0013846,None,0,Final Approval
LOG00013847,APP0013847,None,0,KYC
LOG00013848,APP0013848,None,0,Final Approval
LOG00013849,APP0013849,None,0,Final Approval
LOG00013850,APP0013850,None,0,Final Approval
LOG00013851,APP0013851,Upload Error,39,Document Upload
LOG00013852,APP0013852,None,0,Final Approval
LOG00013853,APP0013853,None,0,KYC
LOG00013854,APP0013854,None,0,Final Approval
LOG00013855,APP0013855,None,0,Final Approval
LOG00013856,APP0013856,None,0,Final Approval
LOG00013857,APP0013857,None,0,Final Approval
LOG00013858,APP0013858,API Failure,47,Document Upload
LOG00013859,APP0013859,Upload Error,9,Document Upload
LOG00013860,APP0013860,None,0,Final Approval
LOG00013861,APP0013861,Timeout,29,KYC
LOG00013862,APP0013862,Timeout,59,Final Approval
LOG00013863,APP0013863,None,0,Document Upload
LOG00013864,APP0013864,Timeout,50,Form
LOG00013865,APP0013865,Upload Error,25,Document Upload
LOG00013866,APP0013866,None,0,Final Approval
LOG00013867,APP0013867,None,0,Final Approval
LOG00013868,APP0013868,None,0,Final Approval
LOG00013869,APP0013869,None,0,Form
LOG00013870,APP0013870,None,0,Final Approval
LOG00013871,APP0013871,Timeout,11,Document Upload
LOG00013872,APP0013872,None,0,Final Approval
LOG00013873,APP0013873,None,0,KYC
LOG00013874,APP0013874,None,0,Final Approval
LOG00013875,APP0013875,None,0,Final Approval
LOG00013876,APP0013876,None,0,Final Approval
LOG00013877,APP0013877,None,0,Final Approval
LOG00013878,APP0013878,None,0,Final Approval
LOG00013879,APP0013879,None,0,Final Approval
LOG00013880,APP0013880,API Failure,38,Final Approval
LOG00013881,APP0013881,Timeout,49,Form
LOG00013882,APP0013882,None,0,Final Approval
LOG00013883,APP0013883,API Failure,6,Final Approval
LOG00013884,APP0013884,API Failure,40,Form
LOG00013885,APP0013885,None,0,Final Approval
LOG00013886,APP0013886,None,0,Final Approval
LOG00013887,APP0013887,None,0,Final Approval
LOG00013888,APP0013888,None,0,Form
LOG00013889,APP0013889,Timeout,27,Document Upload
LOG00013890,APP0013890,None,0,Final Approval
LOG00013891,APP0013891,None,0,Form
LOG00013892,APP0013892,API Failure,18,Final Approval
LOG00013893,APP0013893,Timeout,13,Form
LOG00013894,APP0013894,Timeout,18,KYC
LOG00013895,APP0013895,None,0,Final Approval
LOG00013896,APP0013896,API Failure,16,Final Approval
LOG00013897,APP0013897,None,0,Document Upload
LOG00013898,APP0013898,Timeout,23,Form
LOG00013899,APP0013899,None,0,Form
LOG00013900,APP0013900,None,0,Final Approval
LOG00013901,APP0013901,None,0,Final Approval
LOG00013902,APP0013902,None,0,Final Approval
LOG00013903,APP0013903,None,0,Final Approval
LOG00013904,APP0013904,Upload Error,41,Document Upload
LOG00013905,APP0013905,None,0,Final Approval
LOG00013906,APP0013906,Timeout,53,KYC
LOG00013907,APP0013907,None,0,Document Upload
LOG00013908,APP0013908,Upload Error,49,Final Approval
LOG00013909,APP0013909,None,0,Form
LOG00013910,APP0013910,None,0,KYC
LOG00013911,APP0013911,None,0,Final Approval
LOG00013912,APP0013912,Timeout,23,KYC
LOG00013913,APP0013913,None,0,Final Approval
LOG00013914,APP0013914,API Failure,36,Form
LOG00013915,APP0013915,None,0,Document Upload
LOG00013916,APP0013916,API Failure,57,Form
LOG00013917,APP0013917,None,0,KYC
LOG00013918,APP0013918,None,0,Final Approval
LOG00013919,APP0013919,None,0,Final Approval
LOG00013920,APP0013920,None,0,Final Approval
LOG00013921,APP0013921,None,0,Final Approval
LOG00013922,APP0013922,None,0,Final Approval
LOG00013923,APP0013923,None,0,Final Approval
LOG00013924,APP0013924,Upload Error,49,Document Upload
LOG00013925,APP0013925,None,0,KYC
LOG00013926,APP0013926,None,0,Final Approval
LOG00013927,APP0013927,None,0,Final Approval
LOG00013928,APP0013928,None,0,Final Approval
LOG00013929,APP0013929,None,0,KYC
LOG00013930,APP0013930,Upload Error,36,Document Upload
LOG00013931,APP0013931,None,0,Final Approval
LOG00013932,APP0013932,None,0,Final Approval
LOG00013933,APP0013933,None,0,Final Approval
LOG00013934,APP0013934,None,0,Final Approval
LOG00013935,APP0013935,None,0,Final Approval
LOG00013936,APP0013936,None,0,KYC
LOG00013937,APP0013937,API Failure,45,KYC
LOG00013938,APP0013938,None,0,Final Approval
LOG00013939,APP0013939,None,0,Form
LOG00013940,APP0013940,None,0,Form
LOG00013941,APP0013941,None,0,Final Approval
LOG00013942,APP0013942,Upload Error,44,Document Upload
LOG00013943,APP0013943,None,0,Final Approval
LOG00013944,APP0013944,None,0,Final Approval
LOG00013945,APP0013945,Upload Error,8,Form
LOG00013946,APP0013946,None,0,Final Approval
LOG00013947,APP0013947,None,0,KYC
LOG00013948,APP0013948,None,0,Final Approval
LOG00013949,APP0013949,None,0,Final Approval
LOG00013950,APP0013950,None,0,Final Approval
LOG00013951,APP0013951,None,0,Final Approval
LOG00013952,APP0013952,API Failure,37,Document Upload
LOG00013953,APP0013953,None,0,Final Approval
LOG00013954,APP0013954,None,0,Final Approval
LOG00013955,APP0013955,None,0,Form
LOG00013956,APP0013956,Upload Error,58,Document Upload
LOG00013957,APP0013957,None,0,Final Approval
LOG00013958,APP0013958,Upload Error,19,Final Approval
LOG00013959,APP0013959,Timeout,8,Final Approval
LOG00013960,APP0013960,None,0,Final Approval
LOG00013961,APP0013961,None,0,Final Approval
LOG00013962,APP0013962,None,0,Final Approval
LOG00013963,APP0013963,None,0,Final Approval
LOG00013964,APP0013964,None,0,Form
LOG00013965,APP0013965,None,0,Final Approval
LOG00013966,APP0013966,None,0,Document Upload
LOG00013967,APP0013967,Upload Error,25,Final Approval
LOG00013968,APP0013968,None,0,Final Approval
LOG00013969,APP0013969,None,0,Final Approval
LOG00013970,APP0013970,Timeout,14,KYC
LOG00013971,APP0013971,None,0,Final Approval
LOG00013972,APP0013972,None,0,KYC
LOG00013973,APP0013973,Timeout,52,Final Approval
LOG00013974,APP0013974,API Failure,29,Document Upload
LOG00013975,APP0013975,None,0,KYC
LOG00013976,APP0013976,Upload Error,41,Document Upload
LOG00013977,APP0013977,API Failure,3,KYC
LOG00013978,APP0013978,Upload Error,8,KYC
LOG00013979,APP0013979,None,0,Final Approval
LOG00013980,APP0013980,API Failure,12,Document Upload
LOG00013981,APP0013981,None,0,KYC
LOG00013982,APP0013982,None,0,KYC
